sample	read_num	uniq_num	unmap	rRNA	spikein	univec	pri_miRNA	lncRNA	mRNA	piRNA	snoRNA	snRNA	srpRNA	tRNA	tucpRNA	Y_RNA	intron_for	intron_rev	promoter_for	promoter_rev	enhancer_for	enhancer_rev	repeats_for	repeats_rev	passQC
SRR10080447	6785594	1819046	0.517575469443058	0.149872656690041	1.47371033398108e-07	0.000213687998427256	1.3705506106024e-05	0.0588225584967211	0.176147438234589	4.42113100194323e-07	0.000303584328800102	0.00192879208511444	2.91794646128253e-05	0.000115833632250913	0.00249808638713133	0.000120549505319652	0.0282729853863936	0.00788051863993042	0.00500958353830188	0.00648624129295092	0.0221921618063209	0.0174034874470827	0.00351951501961361	0.00159337561310034	TRUE
SRR10080448	8716443	3952685	0.408291432640585	0.00010474456151437	0	0.000742734163465533	3.12053896296918e-05	0.00808494933082222	0.0500218953993045	0	1.14725697167985e-07	3.10906639325238e-05	9.7516842592787e-06	0	0.000990426943651212	0	0.00616925963951121	0.446147012032316	0.00594198803342143	0.00603135935151529	0.0203129877634719	0.0419893757120881	0.00267230566413387	0.00242736630068022	TRUE
SRR10080449	5155347	1677108	0.477986641830317	0.115452558285601	0	0.000143152342606618	6.40112101086503e-06	0.0580727155708432	0.250860320362528	5.81920091896821e-07	4.79114208995049e-05	0.000552436140574049	2.1725016764148e-05	9.93143623503908e-05	0.00107422448964153	0.000139466848691271	0.0192175230881646	0.0110805344431713	0.00544231067278303	0.00902247705149624	0.0256942937109762	0.0222807504519094	0.00180996545916308	0.000994695410415633	TRUE
SRR10080450	5e+06	1538568	0.5043346	0.134482	0	0.0001904	6.4e-06	0.0859924	0.1790464	6e-07	2.28e-05	0.0006896	2.7e-05	0.0001194	0.001448	0.0001256	0.0070262	0.0102344	0.0062762	0.0110238	0.0288786	0.0269942	0.0021508	0.0009306	TRUE
SRR10080451	5e+06	2209073	0.4074826	0.05123	0	0.0001834	2.6e-06	0.0780566	0.3470782	0	7.2e-06	0.0004554	1.82e-05	4.76e-05	0.0021216	8.96e-05	0.0209004	0.018097	0.0050816	0.0091678	0.0283648	0.0281862	0.0023654	0.0010638	TRUE
SRR10080452	10591146	4575691	0.295194401059149	0.0359486121709586	0	4.39990157816727e-05	4.05999501848053e-06	0.0557651646006957	0.533128237491958	4.72092444009364e-07	4.43766897368802e-06	0.000167970491578532	1.90725347379783e-05	9.59291846227028e-05	0.000767622313959226	0.000132185884322622	0.0284208148957629	0.0166676014097058	0.00185966655544169	0.00381431811061806	0.012684935133554	0.0130433477170459	0.00179527314607881	0.000441878527592765	TRUE
SRR10080453	5733299	690667	0.812392655607182	0.0004275025600444	0	0.00155233487735421	1.5697768422683e-06	0.0099488967869982	0.0041501411316591	0	0	3.5756028073889e-05	1.83140631597968e-05	0	0.00149582291103255	0	0.00592346570447486	0.0560562077784536	0.00781487237975902	0.00871016843879937	0.0286594158092923	0.0557722525896521	0.00309263479891769	0.00394798875830477	TRUE
SRR10080454	7065955	1991109	0.607065711570481	0.000650018291936476	0	0.00114138853134502	9.90665805259162e-06	0.0141658133967737	0.0135626394450573	0	8.49142118793567e-07	0.000311210586537842	1.96717924187176e-05	0	0.00272334029865744	0	0.0108142494538955	0.201581668719939	0.011038422973257	0.0115344634943189	0.0379216963595154	0.0752153105984966	0.00525958628380736	0.00698405240339062	TRUE
SRR10080455	5971089	1326300	0.665340945345146	0.000839880296542222	0	0.00150860253464653	3.51694640625856e-06	0.0160109822513113	0.00755322856517463	0	3.34947276786529e-07	0.000203480470647817	2.36137830134503e-05	0	0.00367169204813393	0	0.0097843123758497	0.116500691917337	0.014134105185838	0.0146301621027588	0.0467876127788415	0.0903496832822288	0.00442616078909559	0.00823099437975217	TRUE
SRR10080456	6780193	1211983	0.746640692971424	0.000662223037013843	0	0.000568272909045509	1.7698611234223e-06	0.013234726504098	0.00665276047451747	0	0	3.89369447152906e-05	3.09725696598902e-05	0	0.00141677382929955	0	0.00779786062137169	0.0732284464468784	0.012208649517794	0.0126807599724669	0.0412289148701224	0.0766565199545205	0.00143874960491538	0.00551296991103351	TRUE
SRR10080457	6531852	821577	0.790334961661716	0.00126089813425044	0	0.000437854378819361	2.9088227963524e-06	0.00924056454432832	0.00413006908301045	0	0	2.80165564069731e-05	1.24007708686602e-05	0	0.00167900313724193	0	0.00558049998683375	0.0751924569019629	0.00852055435426277	0.00978941347721902	0.0268859429148119	0.0544015694170658	0.00682241422493957	0.00568047163346628	TRUE
SRR10080458	6624970	2617960	0.43955036777525	0.000255095494772052	0	0.000635474575733928	1.11698619012614e-05	0.00661753940017842	0.0509146456512256	0	0	1.50944079746776e-05	9.96230926328723e-06	1.50944079746776e-07	0.000743701480912366	0	0.00400756531727691	0.423527049933811	0.00548319464088139	0.00559127060198008	0.0205664327536578	0.0382117956760559	0.00150672380403232	0.002352765371013	TRUE
SRR10080459	9023066	4516280	0.290103496970985	1.40750383517088e-05	0	0.0034026128147572	2.60443623043431e-05	0.0014490639877842	0.05592899353723	0	0	6.42797027085915e-06	1.32992488362603e-06	3.32481220906508e-07	0.000276181067499672	0	0.00193714642007495	0.631875683941578	0.000662191764972128	0.00069566154121005	0.00298002918298503	0.0055737151872767	0.00466992040177917	0.000397093404836006	TRUE
SRR10080460	6275065	2679198	0.403964261724779	0.000142628004650151	0	0.000539436643285767	1.08365411354305e-05	0.00670016963967704	0.0533321965589201	0	4.78082697151344e-07	2.3107330362315e-05	7.80868405347196e-06	0	0.000509158072466182	1.59360899050448e-07	0.00315199922231881	0.458866003778447	0.00442242430954898	0.00485668275946146	0.0177607721991724	0.0413477788676293	0.00133608177763896	0.00302801644285756	TRUE
SRR10080461	6204282	2481993	0.445096306067326	0.000323647442202015	0	0.000375708260843076	4.83537015242054e-06	0.00765326269824615	0.0633976663214212	0	0	2.17591656858924e-05	8.05895025403423e-06	0	0.000832006024226494	0	0.00529005612575315	0.384927216396676	0.00743760518944819	0.00791018203234476	0.0260894008363901	0.0462801336238424	0.00116645245976891	0.00318570303541973	TRUE
SRR10080462	7076905	2443864	0.548093976109613	0.000499653450201748	0	0.000659045161691446	9.18480606988507e-06	0.0110768761202814	0.0310009813612024	0	5.6521883506985e-07	3.26413877252839e-05	1.56848226731883e-05	1.41304708767463e-07	0.0013202098940144	0	0.00743291029058607	0.266110538434528	0.0108233754727526	0.0108363755059592	0.0376095199808391	0.068260772187842	0.00197770070390941	0.00423984778656772	TRUE
