sample	read_num	uniq_num	unmap	rRNA	spikein	univec	pri_miRNA	lncRNA	mRNA	piRNA	snoRNA	snRNA	srpRNA	tRNA	tucpRNA	Y_RNA	intron_for	intron_rev	promoter_for	promoter_rev	enhancer_for	enhancer_rev	repeats_for	repeats_rev	passQC	mir_dup_ratio	mir_rmdup_num	QCrankSum
SRR6700491	6428736	1693987	0.437767082051588	0.0126321877271053	0.00170313417754283	0.0169280555306673	0.389278390028771	0.016291849595317	0.00612453210086711	0.0139850197612719	8.71088811237543e-05	0.000132996595287161	2.45771486027735e-05	0.00353553171261038	0.00319347380262621	0.052379814632301	0.00350939904827325	0.00500549408157373	0.0138675783233283	0.00201905942318988	0.00664080777309879	0.00995436739041703	0.0028402161793547	0.00209932403508248	TRUE	0.998615022648735	3466	465
SRR6700492	8457891	2497041	0.406677740349219	0.0274175914539452	0.0016390610850861	0.0126341188364806	0.435451580068837	0.0177016941930323	0.00522506142488713	0.0130692154817318	0.00017309279582818	0.000364393440397849	2.74300058962689e-05	0.005310898426097	0.00326334307216775	0.0243904774842807	0.0034585453986106	0.00516168865264402	0.0125663714512282	0.00237919831314922	0.00794689834617164	0.00948073225346602	0.0031085763578651	0.0025522911089774	TRUE	0.998980179755536	3756	504
SRR6700493	5e+06	1084681	0.5895862	0.0125614	0.002683	0.0224982	0.2758924	0.0145106	0.008265	0.0168874	7.9e-05	0.0001322	1.06e-05	0.0019766	0.0031764	0.0092892	0.0035832	0.0065828	0.0076956	0.0022088	0.0078926	0.0091352	0.0030976	0.002256	TRUE	0.998398651068315	2209	179
SRR6700494	8476899	2818631	0.318880760523394	0.0143441605237953	0.000703913070097921	0.0130986578936472	0.587532068035729	0.00664665227225192	0.00280904609102928	0.0101945298628661	0.000139909653282409	0.000142033071291754	8.84757503893818e-06	0.00215432553814785	0.00116386900445552	0.0156256432924351	0.00130448646374105	0.00227182133466495	0.0117345977579773	0.00100732591009991	0.00347520950762773	0.00423067444828587	0.00141891510091131	0.00111255306922968	TRUE	0.99935708620707	3202	590
SRR6700495	13474507	4038643	0.371571887565163	0.0136652866038067	0.000873204489039933	0.0131051176863094	0.514716716537384	0.0100815562305916	0.00433373926036775	0.00977534836710538	0.000140413300464351	0.000170247416102125	1.2022703316715e-05	0.00316634961115832	0.00198819890033825	0.0247942280930946	0.002236222816909	0.00397268708977627	0.0084506987899446	0.00158580941031831	0.00530772665745767	0.00661656860618351	0.00194938486432194	0.00148658500084641	TRUE	0.999477186681843	3626	508
SRR6700496	7430625	2880477	0.247294406594331	0.00870828496929935	0.000870317099840188	0.00685514340987467	0.696248969635798	0.0079967701236437	0.00197560770460089	0.00484642947262175	9.20514761544285e-05	0.000100664479771217	1.15737236100597e-05	0.00210305324249306	0.000881352510724199	0.00717772731095971	0.000923610059719068	0.00134039868786273	0.00508490201026159	0.000631575405837329	0.00260489528135251	0.00266518630667003	0.000851206998065439	0.000735873496509378	TRUE	0.999366587643144	3277	326
SRR6700497	920559	246672	0.580923113021545	0.0122175764942823	0.00945295195636564	0.161738682691712	0.171111248708665	0.0249837327102337	0.00585187912996342	0.00474602931479677	3.47614873136866e-05	0.000106457054898165	1.08629647855271e-05	0.00211176035430646	0.00198031848040158	0.00543691387515629	0.00224537482116844	0.00287542677872901	0.00261580192035491	0.00131115984961312	0.00394325621714632	0.00390306324743987	0.00128182984469219	0.00111779907643073	TRUE	0.9906359908074	1475	334
SRR6700498	5415827	1857864	0.280673847225918	0.0108404496672438	0.000882044422763135	0.00985408138036905	0.621662028716944	0.00753273692088023	0.00270558863863266	0.00710916356818635	0.000109493896315373	0.00018464400727719	1.0709352422077e-05	0.00253737794800314	0.00169078517463723	0.026038313262222	0.00152922166826968	0.0027408556440226	0.00886032733320322	0.00126573466988513	0.00437421653239662	0.00640585454446754	0.00173565366840558	0.00125687175753583	TRUE	0.999097663250777	3038	512
SRR6700499	7971553	2516620	0.303330605717606	0.0114809498224499	0.00108046700561359	0.0136150383745802	0.598754596500832	0.00722945704557192	0.00298210398902196	0.00565673965913543	0.000104496576764904	0.000166341489544133	1.06629159964188e-05	0.0025996189199269	0.00135519390010955	0.0258841658582713	0.00129849227622271	0.00231347643301123	0.0089621181719547	0.00116238328968019	0.00394402445796948	0.00554446542599667	0.00136861662965799	0.00115598554008234	TRUE	0.999297716909519	3352	438
SRR6700500	5e+06	1463038	0.3662462	0.00593	0.0014648	0.017664	0.5004012	0.0126338	0.0061074	0.0079748	5.54e-05	0.0009166	2.48e-05	0.0020428	0.0027062	0.0394616	0.0031566	0.0039826	0.0087112	0.001716	0.005841	0.0081564	0.0029144	0.0018922	TRUE	0.999112312280626	2221	184
SRR6700501	7235586	1793066	0.520661768100054	0.0209203511643701	0.00140859358177762	0.0403585832578039	0.337998884955552	0.00859888888059654	0.00396401894746327	0.0102081572936871	0.000145945331863929	0.000337222168321958	1.02272296950102e-05	0.0031271827879594	0.00192783279750942	0.0166283698376331	0.00199555364278719	0.00304799086072642	0.0150320927703713	0.0012948502028723	0.00415557219553468	0.00485143843221544	0.0017506529533337	0.00157582260787171	TRUE	0.998966315290192	2528	471
SRR6700502	5728895	1577548	0.454149884052684	0.0132351875885315	0.00104383131476489	0.0178386931511225	0.425489732313125	0.00689626882671091	0.00262162249439028	0.00789995278321561	0.000126376901653809	0.000139642985252828	8.20402538360364e-06	0.00243869018370907	0.001437973640641	0.0326644143416837	0.00168165064990718	0.00246661878075964	0.0144794065871342	0.00110911441037059	0.00366999220617589	0.00756777703204545	0.00158163136171984	0.00145333436901881	TRUE	0.999072442982525	2261	268
SRR6700503	13619173	4779031	0.271077693190328	0.0111771838128497	0.000546949510076713	0.0122328279404337	0.650018176580913	0.00526940953022625	0.00166889722305459	0.00693235925558769	9.86844061676873e-05	0.000103530515399136	7.26916384717339e-06	0.00251505726522455	0.000672581220607154	0.0179901525591899	0.000756727299080495	0.0011416992793909	0.0107731945251008	0.000598127360596712	0.00185055289333647	0.00320107542506436	0.000772734144723765	0.000595116898801418	TRUE	0.999595942937248	3577	686
SRR6700504	8040331	2266679	0.40054171899142	0.016362759194864	0.00104361375172241	0.0149593343856117	0.499214771133178	0.00912785804465015	0.00362062208632953	0.00830003142905435	8.63148544506439e-05	0.000473736715565566	1.34322828251722e-05	0.00216458750267868	0.00179184165428015	0.0149600806235465	0.00196285451432286	0.00291244228626906	0.00799718320054237	0.00128502172360814	0.00439024214301625	0.00571630695303465	0.00171746660678522	0.00135777992224449	TRUE	0.999272519265783	2920	519
SRR6700505	9378553	2964154	0.365415325797061	0.0177267218087908	0.000861753406948812	0.0121799173070728	0.532716934051554	0.00673419449674166	0.00302392064106265	0.0112395803489088	0.000121553932680233	0.000334166688613905	8.74335305243783e-06	0.00296431656354664	0.00115209670404379	0.0197116762042076	0.00136513596500441	0.00202312659532873	0.0114170064401193	0.000999088025626128	0.0030885361526453	0.00439726682783581	0.00146835018152587	0.00105058850763012	TRUE	0.999418147784458	2907	522
SRR6700506	7893294	2484645	0.33119924330704	0.0169720018030495	0.00134278540746107	0.0180883925012802	0.520653101227447	0.0223715219526854	0.00463646736077486	0.0091714561753306	0.000101858615680602	0.00202627698904919	4.16809509439278e-05	0.00657368140601376	0.00340162168037831	0.0269245007217519	0.0039556362654172	0.0045969401367794	0.00461949092482809	0.00226179336535545	0.00727237576606167	0.00776025826480047	0.00342860661214444	0.00260030856572681	TRUE	0.999110877083015	3654	506
SRR6700507	8508242	2367375	0.424535996977989	0.0246720767933023	0.00172127214999291	0.012908777159841	0.467601180126282	0.0100397943546975	0.00447507252379516	0.00799060487466153	6.74639954998929e-05	0.00020133418866083	6.69938631270714e-06	0.00246337610049173	0.00191496668759539	0.0104598576298135	0.00192237127246733	0.00324896729547655	0.00933201006741463	0.00161596249848088	0.0047550363518104	0.00576981707854572	0.00212029700142521	0.00217706548544341	TRUE	0.999165004383601	3322	601
SRR6700508	6410681	1968102	0.343377872023269	0.0180699991155386	0.00137723277760974	0.00920838207360497	0.511260192169911	0.010388599900697	0.00548428474291577	0.0137590686543286	0.000109816726179325	0.000202942557896735	1.31031321009422e-05	0.00344050811450453	0.00234187288370767	0.0376952152197247	0.00249271489253638	0.0051183329820966	0.0137707678794187	0.00203878495903945	0.00682922765927676	0.00864182759990709	0.00246822451468105	0.00191102942105527	TRUE	0.999013280138739	3234	437
SRR6700509	7303279	2359632	0.321736031171752	0.0185168880991675	0.00100105719636344	0.0203383986836598	0.556956539658419	0.012390735722954	0.00391331071974657	0.00721182909758754	5.61391670782398e-05	0.000210727263740027	1.57463517414575e-05	0.00381171251981473	0.00200184054313138	0.0239910045884869	0.00220380461981529	0.00347350826936777	0.00621173037480836	0.00147782934213522	0.00525982918083781	0.00573769672499161	0.00198184952265962	0.00150179118174179	TRUE	0.999143231318448	3485	750
SRR6700510	8618894	2993595	0.297774169168341	0.0110153344501046	0.000748355879536284	0.0112119954137967	0.55153967550825	0.0104701368876331	0.00340890606149699	0.0146770571723008	0.000161389616811623	0.0001722958885444	1.93760359507844e-05	0.00345137090675439	0.002137861307959	0.0508299556764476	0.00218067422571852	0.00363642945370949	0.0175289312062545	0.00162271400483635	0.00520229161653456	0.00889835749227221	0.00186810511882383	0.00144461690792345	TRUE	0.999215552136437	3729	456
SRR6700511	5e+06	1678321	0.307372	0.013712	0.0006346	0.012917	0.5637282	0.0063366	0.0031308	0.0119262	0.0003432	0.0001994	8.8e-06	0.002464	0.001255	0.0416948	0.001357	0.0027488	0.0144736	0.0011174	0.0040676	0.0078808	0.0014532	0.001179	TRUE	0.99901761167882	2769	813
SRR6700512	8146309	2898125	0.287514259525388	0.010764015948818	0.000507346333167573	0.0120218862309299	0.646141829385554	0.00548653384004952	0.00159237760315745	0.00362360426053075	5.70810657931095e-05	9.23117451105771e-05	7.36529881201413e-06	0.00206044234266095	0.000569828618089493	0.0160917048444885	0.000702158486745347	0.00101211481175094	0.00587726294202687	0.000488687576177137	0.00176509386029919	0.00231798229112105	0.000746227524637231	0.000559885464693274	TRUE	0.999406307879045	3125	569
SRR6700513	7605796	2139779	0.447471770213137	0.0153944439214515	0.00286570925646704	0.0167748385573318	0.405557945545739	0.0151976203411188	0.00709195986850029	0.00731468474831563	0.000173157418368833	0.000227326633530534	1.48570905661945e-05	0.00355229091077384	0.00376791594200002	0.0182826360317842	0.00356780539472792	0.00659391863783883	0.0106999977385667	0.00294380759094775	0.0138355012414217	0.0110582771349639	0.00399313891668932	0.00362039686575869	TRUE	0.99875542657033	3839	553
SRR6700514	5e+06	1170302	0.5487372	0.0128494	0.0036764	0.0332226	0.328475	0.0160112	0.005603	0.0086242	8.12e-05	0.0005104	1.04e-05	0.0016498	0.002719	0.0067136	0.0031436	0.0039604	0.005015	0.0017848	0.0060414	0.007255	0.0021492	0.0017672	TRUE	0.998031509247279	3233	388
SRR6700515	5e+06	1385440	0.4180208	0.0131986	0.0027862	0.0285432	0.444034	0.014149	0.0060204	0.008901	0.0001024	0.000146	8.6e-06	0.0031172	0.0025366	0.0224932	0.0026182	0.0047684	0.0075696	0.002022	0.0068978	0.0080112	0.0021772	0.0018784	TRUE	0.998570379745695	3174	523
SRR6700516	5e+06	1466509	0.4183	0.0196828	0.0026048	0.0289712	0.4328516	0.020276	0.0078618	0.006482	0.000125	0.0002382	1.94e-05	0.004123	0.0039128	0.0073856	0.0042246	0.0074122	0.0060856	0.0029624	0.0105862	0.010003	0.0032558	0.002636	TRUE	0.998400375555964	3462	461
SRR6700517	5e+06	1476638	0.4774846	0.01529	0.002872	0.0472852	0.3777072	0.0172078	0.007277	0.0073866	7.68e-05	0.000241	9.6e-06	0.0033494	0.0032212	0.005823	0.0036648	0.0057402	0.0054002	0.0024006	0.0069794	0.006129	0.0028218	0.0016326	TRUE	0.998283326343792	3242	699
SRR6700518	5e+06	1056664	0.578615	0.0200192	0.0028714	0.0389486	0.2713536	0.017636	0.0087488	0.0060528	6.12e-05	0.0002368	2.26e-05	0.0015696	0.0039932	0.0042094	0.0050516	0.007249	0.005193	0.0031694	0.0101032	0.0079712	0.0042722	0.0026522	TRUE	0.99776969975707	3026	790
SRR6700519	5496667	1826461	0.29583782317539	0.00947810736942951	0.00133044261185915	0.0174150990045422	0.61114126069489	0.00850388062438565	0.0030565795599406	0.00490606398386513	9.24196426670926e-05	0.000126440259160688	3.63856860894065e-06	0.00310115202540012	0.00137192229400107	0.0201147349839457	0.00136009694602202	0.00204378398764197	0.00976864707285342	0.00110303207380036	0.00306149162756267	0.00416124898961498	0.00115651903235179	0.000865615472066982	TRUE	0.999100094068897	3023	477
SRR6700520	5808362	1013249	0.622273198536868	0.0388488183071234	0.00428933320616036	0.0263387509249596	0.231189619379784	0.0169039050940696	0.00826945703453056	0.00419756895317475	4.57960437038876e-05	0.000108636479613357	9.64127235871318e-06	0.00154380873643895	0.00239172420727221	0.00943708398340186	0.00371498883850559	0.0042018730926206	0.00765069394779458	0.00199471038478662	0.00597931051818051	0.00510023307775927	0.00281835050914526	0.00269249747174849	TRUE	0.99806156089402	2603	472
SRR6700559	7890308	2941900	0.257613897961905	0.0123736614590964	0.000540409829375482	0.00866721552568037	0.676889165796823	0.00528838671443498	0.00203097268192826	0.00674561753482881	8.39004003392517e-05	6.91988196151532e-05	7.35079036204924e-06	0.00175886670076757	0.00079920834522556	0.0079415150840753	0.000933930589274842	0.00147940992924484	0.00915553613369719	0.000667908020827577	0.00262486584807589	0.00269583899639913	0.000887037616275562	0.000746105221747998	TRUE	0.999397288528598	3219	487
SRR6700560	8149077	2706901	0.315013958022485	0.0142503255276641	0.00100023597764508	0.0153126544269983	0.572855306189891	0.0108877361202993	0.00531790287415372	0.00566174549583959	9.48573685093416e-05	0.000170080611583373	1.47255940764825e-05	0.0026407898710492	0.0023854235271062	0.0160186239496817	0.00247831748307201	0.00420256183614414	0.0118591344762112	0.00198930504644882	0.00674469022688091	0.00713810901529093	0.00233695177993778	0.00162656457903147	TRUE	0.999186845926154	3796	778
SRR6700561	8959441	2913419	0.321860593758026	0.0120176024374735	0.000781633586291823	0.0115596497593991	0.568407895090776	0.00751810297093312	0.00283421700081512	0.010139583485175	0.000137396964832962	0.000201240233626183	1.1496252947031e-05	0.00278320935424431	0.00140600289683251	0.0271466713157662	0.00154027466668958	0.00265429506148877	0.0156553293894117	0.00123768882455948	0.00388171538827032	0.00556295867119388	0.00146783711171266	0.00119460577953468	TRUE	0.999321370525213	3456	468
SRR6700562	7346244	1976837	0.429214031006866	0.01914270748426	0.00203750379105295	0.0131969479913817	0.416179887300231	0.0158859411693921	0.00691673187005496	0.0133240877923467	9.99150041844513e-05	0.000215075894565985	2.15075894565985e-05	0.00288542008678176	0.0035243860672202	0.0257252549738342	0.00392881042339459	0.00635590105637656	0.0140573876936296	0.00260078483644159	0.00885894887237614	0.00977329367224938	0.00329978149378104	0.00275569393012266	TRUE	0.998821531916926	3603	416
SRR6700563	10217980	2916055	0.408982499476413	0.0130993601475047	0.00245753074482432	0.0148929631884188	0.441679373026763	0.0137531097144445	0.0053414667086841	0.0120044274895821	0.000132315780614172	0.000130554179984694	1.55608055603945e-05	0.00327461983679749	0.00258015772197636	0.0394829506419077	0.0025527550455178	0.00435438315596625	0.0134770277491246	0.00185388892912298	0.00637376467755858	0.00956568715147221	0.00214445516628531	0.00185114866147712	TRUE	0.998975863663567	4622	297
SRR6700564	5e+06	2178996	0.2535058	0.0164214	0.000811	0.0151316	0.6608208	0.0057954	0.0022072	0.0062612	0.0001772	0.0001866	8.8e-06	0.0024446	0.0010002	0.0155228	0.001212	0.0017598	0.0075332	0.0009258	0.0024408	0.0031336	0.001731	0.0009692	TRUE	0.99926969611126	2413	444
SRR6700565	4059658	1342512	0.398705753046193	0.0160057817678238	0.00113556363614866	0.0918198035401012	0.388441587936718	0.0213631296035282	0.00705970798525393	0.00759965494630336	9.75451626713383e-05	0.000157402421583296	3.84268822644666e-05	0.00226915666295043	0.00484720634102676	0.00786470190346083	0.00546647032828874	0.00781469769128335	0.0101168620607943	0.0032680092756582	0.0104437368862106	0.00875861956844641	0.00404147344431477	0.00268470890897706	TRUE	0.99814577599655	2924	542
SRR6700566	5e+06	1592994	0.4130306	0.0210312	0.001207	0.0390922	0.444448	0.0137492	0.0047998	0.0086992	0.000135	0.000211	1.78e-05	0.003365	0.0027114	0.0116716	0.0029108	0.0054564	0.0090542	0.0019944	0.0063014	0.005871	0.0022896	0.0019532	TRUE	0.998645060839513	3011	448
SRR6700567	3958876	1301337	0.308559298144221	0.02160689044062	0.00163834381273877	0.0193362964639458	0.533139709351846	0.0185817893765806	0.00825133194371332	0.0137703226875507	0.000121751729531311	0.000139686112927003	1.38928322079297e-05	0.00389731832974814	0.00383972622532254	0.015746641218366	0.00431561887768144	0.00870878501877806	0.0123166272447028	0.00273410937852057	0.00929506253795269	0.00873530769844774	0.00313599112475359	0.00211549944984384	TRUE	0.998584311633376	2988	611
SRR6700568	5e+06	1538892	0.3476652	0.0170864	0.0017894	0.04356	0.4919022	0.0120666	0.0053646	0.0157644	0.0001498	0.000179	1.84e-05	0.0036134	0.0022356	0.0245616	0.0023262	0.004195	0.0104638	0.0018818	0.0052486	0.006057	0.0022112	0.0016598	TRUE	0.998891649600266	2726	365
SRR6700569	5e+06	1845307	0.244689	0.0267262	0.0011852	0.01044	0.5973986	0.0207298	0.0062266	0.0143726	0.0003096	0.0002244	3.36e-05	0.007048	0.0037176	0.0194462	0.0042576	0.00715	0.0110564	0.0029558	0.0083754	0.0077412	0.0032148	0.0027014	TRUE	0.998804818089631	3570	708
SRR6700570	5e+06	1897104	0.197161	0.0213402	0.0008366	0.0077008	0.6869334	0.0117112	0.0037772	0.0109608	0.0001192	0.0002306	1.42e-05	0.003797	0.0019874	0.0208076	0.0020234	0.003384	0.0121418	0.001471	0.004999	0.005249	0.0019184	0.0014362	TRUE	0.999096855677712	3102	605
SRR6700571	4614719	1529178	0.359053498165327	0.0288160557555075	0.00262702886134562	0.0167806533832288	0.431956311966124	0.0296878314800966	0.0152993064149735	0.0161143072850156	0.000156022501045026	0.00044618101340515	2.36200730748719e-05	0.00335816763707606	0.00642465987636517	0.0141477736780939	0.0063531495633862	0.0123552484994211	0.0137507830921016	0.00453158686368552	0.015509503395548	0.013993701458312	0.00531494983768242	0.00329965919918418	TRUE	0.998354534586629	3280	244
SRR6700572	5e+06	1792596	0.2348962	0.0103906	0.0017632	0.0170534	0.6664842	0.0110542	0.0037992	0.0053912	0.0001826	0.0001342	9.6e-06	0.0030966	0.0021422	0.0141358	0.0025594	0.0036756	0.0084364	0.001499	0.004665	0.0042252	0.0017152	0.002691	TRUE	0.998991423952736	3361	397
SRR6700573	2815208	894581	0.370972588881532	0.0153214256282307	0.00261046430672263	0.0318125694442471	0.477860250468171	0.020740918610632	0.00696218538736747	0.00520991699369993	0.000109050556832746	0.000333545514221329	1.84711040889341e-05	0.00225773726133202	0.00502023296324819	0.00906256305040338	0.00537722257112085	0.0074871909997414	0.00839263031363935	0.00312836564829313	0.0110894115106237	0.00939575335108454	0.00385051477546242	0.00298699065930475	TRUE	0.998108194898296	2545	677
SRR6700574	4464945	1532812	0.316864597436251	0.00700344573113443	0.00187348332398271	0.0316487661102208	0.564008067288623	0.00954143892030025	0.00420632281024738	0.00638888049012922	9.22743729206071e-05	7.77165228239094e-05	5.15123926498535e-06	0.0024938717050266	0.00169744532127495	0.0253570872653527	0.00250103864661267	0.00265647169226049	0.0110950974760047	0.00127549163539528	0.00350441046866199	0.00510107067388288	0.00139822551005667	0.0012096453595733	TRUE	0.998949276585268	2646	481
SRR6700575	5e+06	1791020	0.221451	0.0082162	0.0011322	0.0128496	0.6850402	0.0071502	0.002413	0.0107738	0.000109	0.0001258	7.6e-06	0.0023068	0.0010374	0.0205362	0.0010476	0.0020174	0.0155336	0.000811	0.0023058	0.0032918	0.0010038	0.00084	TRUE	0.999211141185583	2702	432
SRR6700576	5e+06	1766442	0.2253958	0.0148114	0.000823	0.0170186	0.6779098	0.0052564	0.003197	0.0124318	0.0001324	0.000151	8.2e-06	0.0023668	0.0011038	0.0136798	0.0011254	0.002007	0.013307	0.0008892	0.0029018	0.0033156	0.0011392	0.001029	TRUE	0.999376908255346	2112	721
SRR6700577	5e+06	1829854	0.2484398	0.023241	0.0010736	0.0105112	0.6131536	0.0151948	0.00507	0.0084858	0.0001264	0.0003086	3.3e-05	0.0038004	0.0033034	0.0165582	0.0036082	0.0056322	0.0160188	0.0023656	0.008508	0.0086138	0.0033628	0.0025908	TRUE	0.999029280754447	2976	790
SRR6700578	5e+06	1407129	0.3717548	0.0584702	0.0037134	0.0177338	0.4264032	0.0165808	0.0094304	0.0098108	8.48e-05	0.000165	6.1e-05	0.0029158	0.0043372	0.0147186	0.0043536	0.008048	0.0162466	0.003336	0.0125966	0.0105392	0.0049818	0.0037184	TRUE	0.998855543297987	2440	541
SRR6700579	5e+06	1814928	0.1978662	0.016315	0.0019206	0.0095754	0.7016362	0.0097584	0.004019	0.0101706	9.68e-05	8.58e-05	9.4e-06	0.0024806	0.001367	0.0166428	0.0014894	0.002948	0.0120284	0.001141	0.0038446	0.0042408	0.0012804	0.0010836	TRUE	0.99919416928602	2827	686
SRR6700580	5e+06	1826442	0.2395998	0.0109118	0.0012406	0.0231688	0.6109924	0.0084262	0.0044944	0.0120612	9.98e-05	0.0001764	8e-06	0.003518	0.0020086	0.03959	0.0017982	0.003578	0.020219	0.00165	0.0057776	0.0075028	0.0016764	0.001502	TRUE	0.999130922086756	2655	477
SRR6700581	5e+06	1531756	0.3393318	0.0277352	0.0014138	0.0121738	0.5113836	0.0100782	0.0052802	0.0205848	0.000246	0.0001962	6e-06	0.0039016	0.002091	0.0285794	0.0021126	0.0041254	0.0132132	0.001621	0.0050756	0.0071328	0.0018924	0.0018254	TRUE	0.999096568603295	2310	553
SRR6700582	5e+06	1802812	0.2064378	0.0138868	0.0006462	0.0214346	0.6595366	0.0089752	0.0028582	0.0128422	0.0001836	0.0001772	9.6e-06	0.0039198	0.0013956	0.0394724	0.0014988	0.0025384	0.0122224	0.001176	0.0035608	0.0048292	0.0013164	0.0010822	TRUE	0.999219148717448	2575	700
SRR6700583	5e+06	1799316	0.1963362	0.0170608	0.0012668	0.0139918	0.704937	0.0117612	0.004026	0.0040302	6.96e-05	0.0001216	8.6e-06	0.0030824	0.0017922	0.0147488	0.0020062	0.0036364	0.006427	0.0014392	0.0051044	0.0046858	0.0020174	0.0014504	TRUE	0.999217518728624	2758	599
SRR6700584	5e+06	1730204	0.2333486	0.0152582	0.0011612	0.017766	0.6618996	0.0090212	0.0036554	0.009779	8.52e-05	0.0001904	4.8e-06	0.0034042	0.0015098	0.016567	0.0015532	0.0027468	0.0105576	0.0013998	0.0035188	0.0039988	0.0014832	0.0010912	TRUE	0.99921710180819	2591	645
SRR6700585	5e+06	1808106	0.2014332	0.0138388	0.0011078	0.0082808	0.6906696	0.0093198	0.0036212	0.010183	0.0001446	0.000234	8.8e-06	0.0026712	0.0017666	0.0221506	0.0017544	0.003477	0.0148612	0.0014186	0.0046888	0.005167	0.0018106	0.0013924	TRUE	0.999146914820053	2946	522
SRR6700702	2531420	414034	0.677497610037054	0.00543923963625159	0.00448957502113438	0.0134596392538575	0.225095005965031	0.0219177378704443	0.00501971225636204	0.00291693989934503	6.32056316217775e-05	7.54517227484969e-05	1.38262319172638e-05	0.00138578347330747	0.00223313397223693	0.0111135252150967	0.00264831596495248	0.00396615338426654	0.00518167668739285	0.00148414723751886	0.00512518665413088	0.00780155011811552	0.00168324497712746	0.0013893387900862	TRUE	0.995240518769414	2712	428
SRR6700703	2123169	359961	0.647048821831894	0.0130616074368079	0.00429169792889779	0.0121026635185423	0.251804731512188	0.020086012936323	0.00477587982869004	0.00496427745506834	5.41643175837628e-05	0.000157312018025885	1.36588279124271e-05	0.00193814058136682	0.00182416001740794	0.0104061428930057	0.00236156424665206	0.00370625230492721	0.00397613190471413	0.00154862848882967	0.00513901625353422	0.00746902389776791	0.00172148331103176	0.00154862848882967	TRUE	0.995671724426887	2314	626
SRR6700711	4017817	759687	0.593531263370134	0.00501093006475905	0.00079993688114715	0.00220194199984718	0.353310267739919	0.00507514403966134	0.00127382606027104	0.00280177021501975	6.62051059070137e-05	3.90759459676735e-05	1.07023291503819e-05	0.00127706164815371	0.000486831530654582	0.0177730842395261	0.000723278337465345	0.00109362870434368	0.00388768328672013	0.000478369223884512	0.00190327234913885	0.00713198236753939	0.000585641406763922	0.000538103154026179	TRUE	0.998040909142142	2781	673
SRR6700712	3502385	536346	0.695170291101635	0.00970196023566798	0.00199035799890646	0.0058859891188433	0.210008322899967	0.0150366107666633	0.00473391703082328	0.00465939638275061	7.05233719308414e-05	0.000114493409490961	2.76954132683871e-05	0.00154009339350186	0.00267874605447431	0.0122750639921082	0.00323979231295246	0.0048215715862191	0.00558790652655262	0.00194581692189751	0.00680364951311749	0.0092485549132948	0.00251999708769881	0.00193924996823593	TRUE	0.995760879909725	3118	563
SRR6700714	3775389	639473	0.641625803327816	0.00615009473196007	0.00230095494795371	0.00693359015455096	0.269876561064304	0.0108688137831625	0.002556557748089	0.0049173740772143	4.2909485618568e-05	5.40341670752338e-05	8.21107440849142e-06	0.00158129400705464	0.00112412257385928	0.0243717932112426	0.00111405738587467	0.00206813125746777	0.00586720997491914	0.000804420418664143	0.00305478455332682	0.0126079723175546	0.00111140865219452	0.000959901085689448	TRUE	0.99729411152736	2757	446
SRR6700715	3293462	528669	0.67771390712873	0.00844582387773109	0.00187097953460523	0.00558075362642715	0.252237615008159	0.0100930267299274	0.00377232225542605	0.00513320026160921	6.04227405690425e-05	0.000118720058102993	1.03234833133038e-05	0.00135935984687238	0.00158647647976506	0.00740011574446585	0.0020139901416807	0.00322031953002646	0.00349055188734529	0.00127221750243361	0.00448950071383851	0.00716146110081124	0.00161228518804832	0.00135662716011298	TRUE	0.996985801729793	2504	559
SRR6700717	3965510	673682	0.645982988316761	0.0106357063782464	0.00224183018073337	0.00712291735489256	0.272789124223618	0.014980923008642	0.00442364286056522	0.00282889212232474	5.27044440689848e-05	0.000133400243600445	2.04261242564008e-05	0.00129012409500922	0.00233336947832687	0.00611018507077274	0.00268288316004751	0.00415936411709969	0.00375714599131007	0.00173016837682921	0.00615608080675626	0.00674591666645652	0.0020786733610557	0.00174353361862661	TRUE	0.997005772139167	3239	552
SRR6700718	2906813	577191	0.58451713268105	0.00863041413396734	0.00134442772892511	0.00377423659519893	0.321887923302944	0.00932086102545984	0.00444817055655111	0.00509183081264602	5.40110423339926e-05	9.39172901731209e-05	1.20406782273232e-05	0.00176481940874766	0.00196263055105368	0.0218823845909592	0.00214014455006222	0.0038351280250914	0.0059312380947794	0.001551871413813	0.00541830520229543	0.013111954570177	0.0016089786305483	0.00161757911499639	TRUE	0.997117567342262	2697	576
SRR6700719	3178219	551649	0.645676084624754	0.00570696984694887	0.001879983726735	0.00525042484485808	0.264940521719869	0.0103919836864609	0.0035626871527733	0.00466330356718653	6.73333083717642e-05	8.6526447673996e-05	6.60747418601424e-06	0.00140487486859779	0.00188029836836291	0.0208091387031542	0.00180856007720047	0.00298280263254357	0.00554839046648453	0.00126706183557521	0.00484831284439493	0.0139036988955135	0.00163015827417809	0.00168427663417782	TRUE	0.996915819813572	2597	780
SRR6700720	2386573	486039	0.564305386845489	0.00810408900125829	0.00136471836394697	0.00406440532093508	0.349489414319193	0.00855913479285989	0.00233221443467265	0.00552256310617777	8.12881064187016e-05	0.000133245452789418	1.21513148770224e-05	0.00192577390257914	0.00108607614349111	0.026052419096336	0.00126206070377902	0.00213737438578246	0.00581042356550585	0.00085268709568071	0.00298670939460054	0.0118563312331112	0.00109655141493682	0.000964982005578711	TRUE	0.997312014885827	2242	660
