sample	read_num	uniq_num	unmap	rRNA	spikein	univec	pri_miRNA	lncRNA	mRNA	piRNA	snoRNA	snRNA	srpRNA	tRNA	tucpRNA	Y_RNA	intron_for	intron_rev	promoter_for	promoter_rev	enhancer_for	enhancer_rev	repeats_for	repeats_rev	passQC	mir_dup_ratio	mir_rmdup_num	QCrankSum
SRR6700326	5e+06	1930648	0.2122694	0.0086172	0.0011272	0.0034526	0.6720588	0.0078522	0.001993	0.0091342	0.0002678	0.0001394	8e-06	0.0031766	0.0010422	0.050459	0.0010926	0.0015972	0.0163412	0.0007856	0.0024326	0.0042538	0.0011292	0.0007702	TRUE	0.999136682683122	2901	649
SRR6700330	5e+06	1717611	0.303119	0.0136814	0.0014746	0.0038794	0.5954396	0.0083648	0.0037894	0.0080354	7.12e-05	0.0002282	6.6e-06	0.0028338	0.0020658	0.0258844	0.001687	0.002948	0.0115304	0.001439	0.0046508	0.0055732	0.0018154	0.0014826	TRUE	0.998965470217298	3080	530
SRR6700331	5868584	2002375	0.27762080256498	0.00900114916988493	0.00183604767351034	0.00624920764531955	0.616280860936812	0.00946582685022486	0.00304604995003906	0.0119260455333007	8.75850119892635e-05	0.000151995779561134	5.62316224833793e-06	0.00259142580220373	0.00136762121833819	0.0314305801876569	0.00147224611592848	0.00233310113649221	0.0145311032439853	0.00105050894730313	0.0028538400404595	0.00430597909137877	0.00135398930985737	0.0010384106285264	TRUE	0.999184061917286	2951	712
SRR6700332	8217530	2527024	0.368703612886111	0.0153559524577337	0.00160315812659035	0.0047784431574938	0.521335486453959	0.011912703695636	0.00435520162384561	0.00992049922543635	7.25278763813457e-05	0.000282323277189131	1.98356440438915e-05	0.00258045909172221	0.00249722240137852	0.0233788011726151	0.0028150794703518	0.00383862304123015	0.00755470317723209	0.00168262239383367	0.0058126955423345	0.00701451652747237	0.00264690241471586	0.00183863034269422	TRUE	0.999254450770175	3194	438
SRR6700333	5e+06	1878619	0.2107054	0.0087514	0.0017174	0.0056364	0.6699722	0.0106124	0.003148	0.0124692	0.0001072	0.00011	7.8e-06	0.003311	0.0014492	0.0396426	0.0014102	0.0021496	0.0187166	0.0009828	0.002854	0.0040252	0.0012708	0.0009506	TRUE	0.999080857384829	3079	482
SRR6700334	5e+06	1678185	0.2843308	0.0132622	0.0015468	0.0050672	0.5983928	0.0118578	0.0034318	0.0093272	7.8e-05	0.0002172	1.66e-05	0.0031662	0.0020916	0.0347876	0.0023286	0.0032402	0.0113286	0.001369	0.004844	0.0054408	0.0022072	0.0016678	TRUE	0.998908409325781	3266	381
SRR6700335	5e+06	1996694	0.1730966	0.0088882	0.000896	0.002368	0.7050766	0.010444	0.002097	0.0075582	7.02e-05	5.44e-05	9.2e-06	0.0042418	0.0012752	0.0589058	0.0013218	0.0017034	0.0117296	0.0008872	0.0028696	0.0042942	0.0012544	0.0009586	TRUE	0.99913711503119	3042	652
SRR6700336	5535680	1909491	0.27149184923984	0.0157855945430372	0.00171758483149315	0.00462996415977802	0.559314122203596	0.013330611596046	0.00441354991618013	0.0195959665298572	0.00019979478582577	0.000232311116249494	2.05936759350251e-05	0.00377767501011619	0.00235056939707498	0.0564245043066073	0.00266814555754668	0.0038822692063125	0.0222314151107	0.00162003584022198	0.00522718076189375	0.00703834036649517	0.00231118850800624	0.00173673333718712	TRUE	0.998844706903724	3577	483
SRR6700337	5e+06	2108440	0.2000444	0.0242112	0.0006808	0.0028862	0.6533178	0.0157982	0.0028202	0.0134474	0.0007882	0.0003548	2.74e-05	0.0054306	0.0024336	0.0339494	0.0029012	0.0032936	0.0204988	0.0014788	0.0052516	0.0058826	0.002554	0.0019492	TRUE	0.999006915164412	3244	933
SRR6700338	5e+06	2060283	0.1664534	0.0096302	0.0007912	0.0022312	0.7801178	0.0050456	0.0013216	0.0042148	6.46e-05	4.84e-05	4.8e-06	0.0013862	0.0005526	0.0139342	0.0005708	0.0008478	0.0077906	0.0004486	0.0015248	0.0019382	0.0006028	0.0004798	TRUE	0.99928139057973	2803	400
SRR6700339	1616570	612289	0.181567145251984	0.00916570269150114	0.000667462590546651	0.00205620542259228	0.679151536896021	0.0127380812460951	0.00229188961814212	0.0099111080868753	5.69106193978609e-05	5.25804635741106e-05	1.29904674712509e-05	0.00536382587824839	0.00128172612383008	0.0679432378430875	0.00143266298397224	0.00162504562128457	0.0153126681801592	0.000725610397322726	0.0026525297388916	0.00399178507580866	0.00111779879621668	0.000881496006977737	TRUE	0.998365965446636	1794	898
SRR6700340	5e+06	1680228	0.3009012	0.0066934	0.0013628	0.0053538	0.5978746	0.0075884	0.0026616	0.0094644	0.000164	8.44e-05	4.4e-06	0.00249	0.0011942	0.0382246	0.0014046	0.0017298	0.012977	0.000842	0.0027432	0.0040918	0.0011868	0.000963	TRUE	0.999095462493305	2704	733
SRR6700341	5e+06	1650929	0.3268606	0.015485	0.002797	0.008424	0.531885	0.0163676	0.0048278	0.0136076	0.0001342	0.0003794	1.6e-05	0.0029498	0.0028194	0.0334998	0.0026772	0.0040118	0.0141568	0.0017956	0.005974	0.0068038	0.0027168	0.0018108	TRUE	0.998796356355227	3201	671
SRR6700344	5e+06	1410377	0.3860134	0.0095936	0.0010894	0.002956	0.5119926	0.0084356	0.0033924	0.0064582	8.58e-05	7.9e-05	1.16e-05	0.0026492	0.0015508	0.0346854	0.0016664	0.0028924	0.0088946	0.0012982	0.004462	0.0087172	0.001669	0.0014072	TRUE	0.998809748422145	3047	462
SRR6700345	5e+06	1471106	0.4009268	0.015366	0.0012754	0.0035788	0.4866876	0.0108788	0.0039056	0.0056194	0.0001002	0.0001124	1.22e-05	0.0028308	0.0024104	0.0317424	0.002463	0.0037566	0.0064808	0.0017952	0.0062558	0.0096296	0.0022616	0.0019106	TRUE	0.998702658543181	3157	629
SRR6700348	5e+06	1439049	0.3779326	0.015598	0.0008558	0.0022406	0.5454034	0.0063702	0.002563	0.0045896	0.0001468	0.0001792	5.4e-06	0.0023674	0.0013714	0.0177518	0.0012514	0.0021622	0.0057358	0.0009846	0.0036842	0.0061032	0.0014426	0.0012608	TRUE	0.999028242214845	2650	401
SRR6700349	6593694	1915593	0.386241308741352	0.016451627873541	0.00124437075787866	0.00390706635764414	0.501401490575692	0.0149031787037736	0.00518662224846952	0.00595174723000491	0.00010100559716602	0.000283149324187625	2.15357279242864e-05	0.00279691474915275	0.00348150824105577	0.0181365710935327	0.00367275157142567	0.00557775353239019	0.00650075663201841	0.00235892050798839	0.00826911288270278	0.00847552221865316	0.00289428050497945	0.0021428049284665	TRUE	0.998860889365316	3766	547
SRR6700350	5654115	1502989	0.402789472799899	0.00927696023161892	0.000982824014014572	0.00331245473429529	0.486930492216731	0.0074768553522523	0.00287277496124504	0.00867898866577705	9.47982133366583e-05	9.56825250282316e-05	1.06117402988797e-05	0.00241523209202501	0.00143399983905527	0.0426496454352273	0.00154206272776553	0.00266938327218318	0.0107900175359008	0.00120956153173397	0.00380554693351656	0.00807146653366619	0.00153109726279002	0.00136007138163974	TRUE	0.999024394141861	2686	413
SRR6700351	5e+06	1637402	0.3080332	0.0058414	0.0007172	0.0023834	0.5977648	0.0062252	0.0014294	0.0063454	7.92e-05	0.0001036	6.2e-06	0.002935	0.0008898	0.0441534	0.0007684	0.0013528	0.0090526	0.0007486	0.002053	0.0075722	0.0008694	0.0006758	TRUE	0.999069533702888	2781	390
SRR6700352	6392436	1787477	0.359859214859562	0.00785412634557468	0.000701454030982868	0.00251046705825447	0.557652200194104	0.00714547630981366	0.00217303700811396	0.00610502787982547	0.000115605381109799	0.000151585405000535	1.11068769401837e-05	0.0020031487213951	0.00147001862826628	0.0280515909740825	0.00161143576564552	0.00246416233185596	0.00668289835048798	0.00116982008110836	0.00367731487651969	0.00596267213312734	0.00148441063782258	0.00114322615040651	TRUE	0.999144120944042	3051	310
SRR6700354	10501456	2842454	0.432414324261321	0.00611429500823505	0.00126753852037279	0.00227758893623894	0.477205922683483	0.00624922867838517	0.00230139515891892	0.00484332839179634	0.000185878986685275	0.000122459209465811	8.6654650555123e-06	0.00191754362442694	0.00137190500060182	0.0374671855026579	0.00154264322966263	0.00228634962618517	0.00657670707757096	0.00097900710149145	0.004100574244181	0.00807526118283027	0.0014411334961552	0.00125106461427825	TRUE	0.999260479746304	3706	486
SRR6700355	5e+06	1317976	0.4307408	0.0136258	0.0012604	0.0037422	0.476982	0.009967	0.0031882	0.00704	8.98e-05	0.000294	1.32e-05	0.002239	0.001976	0.0202954	0.002065	0.0031656	0.0061852	0.0013738	0.0047892	0.0075218	0.0018656	0.00158	TRUE	0.998682549865613	3142	637
SRR6700356	5e+06	1394462	0.350914	0.0065778	0.0009204	0.002867	0.5753762	0.0064504	0.00219	0.0058846	8.98e-05	8.26e-05	9.2e-06	0.002448	0.0012444	0.023101	0.0011698	0.0021094	0.006842	0.00105	0.0030778	0.0055102	0.0010922	0.0009932	TRUE	0.999012472187762	2841	552
SRR6700357	6508896	1730803	0.432875252577396	0.0158266470996003	0.00122647527322606	0.00388268609607528	0.476732920605891	0.0097399005914367	0.00321344817923039	0.00650309975762403	7.37452249966815e-05	0.000184055790720884	1.1829963176551e-05	0.00285901019159009	0.00177556992768052	0.0179231623919018	0.00212985427943541	0.00324478989985398	0.0056710078022448	0.00151653982487967	0.00484383219519869	0.00605893841290443	0.0019580893595473	0.00174914455539004	TRUE	0.998959718079732	3228	470
SRR6700358	5e+06	1489276	0.371731	0.0148946	0.0015704	0.0047208	0.5389568	0.0115974	0.0033286	0.006227	6.58e-05	8.88e-05	1.06e-05	0.002944	0.0014412	0.0171804	0.001855	0.0028694	0.0063888	0.001175	0.0044692	0.0059122	0.0014316	0.0011414	TRUE	0.998795450767112	3246	324
SRR6700359	5e+06	1313598	0.4432672	0.0122184	0.00203	0.0066838	0.4311472	0.013701	0.0051474	0.0110684	0.0001022	0.0001706	1.32e-05	0.0034502	0.0024392	0.0307992	0.0025846	0.004662	0.0088048	0.0019708	0.0062894	0.009758	0.0019606	0.0017318	TRUE	0.998613466584034	2989	509
SRR6700360	5e+06	1542257	0.4451658	0.0209148	0.0023886	0.0064876	0.4345578	0.0137266	0.0063504	0.0075582	0.0001004	0.0002406	1.02e-05	0.00311	0.0028038	0.0184764	0.0033196	0.0054934	0.005904	0.0023926	0.0082058	0.0079436	0.0029756	0.0018742	TRUE	0.998483976124695	3294	528
SRR6700365	5781994	1661066	0.375591880586524	0.0138080392335239	0.000785888051768992	0.00281667535455761	0.510485483035783	0.0119636928021717	0.00444033667278105	0.0100465341195442	0.000123659761666996	0.000107921246545742	1.79868744242903e-05	0.00443393749630318	0.00227205355107598	0.0269481428033305	0.0026053295800722	0.00458942018964392	0.0090138453965881	0.00203009549992615	0.00635455519324302	0.0077388527210509	0.00208284546818969	0.00174282436128436	TRUE	0.998933807287107	3147	452
SRR6700367	5e+06	1464752	0.3217968	0.0064798	0.0008444	0.0018704	0.6102432	0.00448	0.0016768	0.0045926	0.0001434	0.0001058	5.6e-06	0.0017908	0.0007736	0.0284128	0.000809	0.0013394	0.0048724	0.0007356	0.00224	0.0051768	0.0008498	0.000761	TRUE	0.999121006182453	2682	795
SRR6700368	7150822	2287755	0.313340060765042	0.00846574002261558	0.000800047882607063	0.00198760366290756	0.613276347810084	0.00669279699592578	0.00221485026476676	0.00422119303207379	0.000111315873895337	0.000163897241463988	9.78908438778087e-06	0.00237581078091442	0.00129048101043488	0.0240740155467441	0.00137480698023248	0.00225106987700155	0.00545685516993711	0.00109162275330025	0.00352826570148159	0.00507759807194194	0.00123244572442161	0.000963385747820321	TRUE	0.999217180527337	3433	417
SRR6700369	6657984	1688465	0.513824605165768	0.00561085758091338	0.00110543972469745	0.00470067215541521	0.392352399765455	0.0089982192807913	0.00334831084003807	0.00437159356345705	7.84021109092482e-05	8.36589574261518e-05	1.02133018042699e-05	0.00213382909901856	0.00149669930116984	0.0353640080841288	0.00197567311666715	0.00238841066605147	0.00662242504638041	0.00117813440224548	0.00332217680306832	0.00828088502465611	0.0012542835789332	0.00149910243100614	TRUE	0.998731757287515	3313	428
SRR6700370	9018857	2246187	0.523241137984558	0.00740149222900419	0.00217643987480897	0.00788082126149688	0.377350810640417	0.0127890928972485	0.00334188689320609	0.00778624164902493	7.75042779811233e-05	0.000121190523366764	9.53557640397226e-06	0.00204582465383363	0.00161040362431736	0.023295634912495	0.00175199584603681	0.00249255532048019	0.0133763069976606	0.00107840716401203	0.00356120515049745	0.00630523357893356	0.00137245772939963	0.000933821214816911	TRUE	0.99879057601315	4116	547
SRR6700371	6967101	1751240	0.503250634661389	0.00451938331308818	0.00214838280656474	0.00792840522909026	0.394830217044363	0.0105128374054	0.00290938799365762	0.00592872128594088	7.29141144932447e-05	7.34882413790183e-05	4.44948336474525e-06	0.00177563092597624	0.00144593856182076	0.0347441496829169	0.00152057505697133	0.00225186917772543	0.0122089517576966	0.000918172422073399	0.00313846462108128	0.00782362707243658	0.00111911683209415	0.00087468231047605	TRUE	0.998710930769057	3546	464
SRR6700372	7576682	1686900	0.504171746946751	0.00826971489630949	0.000488208426854921	0.00164306750633061	0.421162060120776	0.00590535540491207	0.00261684468214451	0.00762708531254182	6.52000440298273e-05	6.19004466598968e-05	1.12186310577638e-05	0.00202595278513735	0.00108899911597187	0.0194018965029811	0.00123391743245922	0.00197421509837684	0.0104933795558531	0.000943684847800132	0.00327544431718264	0.00533505299549328	0.00119933765202235	0.00100571727835483	TRUE	0.999051711197486	3026	454
SRR6700373	5e+06	1158096	0.531697	0.009058	0.0019528	0.0082054	0.376567	0.0130496	0.0041748	0.005586	8.16e-05	8.24e-05	1.5e-05	0.0021148	0.0023758	0.0146528	0.0028864	0.0036132	0.0077356	0.0015814	0.004826	0.0058966	0.0018316	0.0020162	TRUE	0.998219705922186	3352	273
SRR6700374	5e+06	1244073	0.5033648	0.0115966	0.001416	0.00555	0.4111066	0.0108388	0.0031988	0.005426	9.12e-05	0.0001212	1e-05	0.0017944	0.001484	0.0185576	0.001722	0.002682	0.0087806	0.0010762	0.0036442	0.0053096	0.0013176	0.0009118	TRUE	0.998425712455115	3236	475
SRR6700375	10104705	2493483	0.506449124442525	0.00833265295721152	0.000606549127361957	0.00199639672805886	0.446704678662069	0.00412787904248565	0.00289172222246963	0.00171642813916883	5.12632481601393e-05	7.13528994661398e-05	7.52124876480808e-06	0.000794184491284011	0.0010156654746477	0.0081269072179742	0.0011070090616203	0.00192425211819642	0.00302621402604034	0.000869990761729313	0.00353389831766489	0.00430660766444938	0.00118152880267163	0.00115817334598091	TRUE	0.999282868896604	3237	271
SRR6700376	6995947	1785762	0.504301704972894	0.016401353526549	0.00182477082802371	0.00499474910258754	0.400151973707062	0.0123707340836058	0.00630836683010892	0.00253618273551815	0.000104060250885263	0.000283449831738291	1.643808908215e-05	0.00174343802204333	0.0029947339509576	0.00773476414272435	0.00343413121911873	0.00551533623682398	0.00523074288584519	0.00238452349624718	0.00863385614556542	0.00796618384902001	0.00257120301225838	0.00249730308134124	TRUE	0.9985782881017	3980	428
SRR6700377	9914689	2122084	0.562716692374315	0.0148753026948198	0.00167599810745451	0.00460347268583009	0.352309184887191	0.00935874034979816	0.00496082126227056	0.0030334789119457	7.22160826224605e-05	0.000180338485654971	1.43221839837841e-05	0.00167367831709093	0.00245675885547192	0.0112208259885913	0.00250497015085395	0.00436029813945753	0.00459792536104763	0.00178159899922227	0.00636338668817549	0.00709512925720615	0.00222760391173137	0.00191725630526585	TRUE	0.99880533724817	4173	488
SRR6700378	5458025	1054671	0.59557971977043	0.017131288332318	0.00161816774382675	0.0046864937408678	0.309765711956248	0.0101377329711755	0.00509543287178054	0.00382702534341635	8.1897756056449e-05	0.000272076437905653	2.5283870997293e-05	0.00160076218045905	0.00278470692237577	0.0115567444267844	0.00306429523499801	0.00467934829906422	0.00540745049720366	0.0021229290814901	0.00728138841430737	0.00821469304372919	0.00291497382294878	0.00215187728161744	TRUE	0.998281194457473	2906	878
SRR6700379	8370243	2498289	0.437700673684145	0.0116858017144783	0.00127953274474827	0.0033534271346722	0.476247583254154	0.00901276103931511	0.00473666057245889	0.00393847586025878	0.0001369135878134	0.000232729205113878	1.40975596526887e-05	0.00187186919185022	0.0022080601483135	0.0164150550945773	0.00239562937420096	0.00400860524598868	0.00590472701927531	0.00167438388586807	0.00606171170896711	0.00758006667189949	0.00192861784299452	0.00161261745925417	TRUE	0.998888194289051	4432	369
SRR6700380	8021565	2255320	0.43346117621686	0.01172265013124	0.000817670865971914	0.00239828512266621	0.446261172227614	0.00775347454019259	0.00355529126797576	0.00665680574800553	0.000318765727136787	0.000166301712945043	1.4087026658763e-05	0.00238182948090553	0.00178880305775743	0.0467584567350635	0.00188579161298325	0.0030297080432559	0.0102128449996977	0.00128304140152202	0.00494803694790231	0.0115785386018813	0.00159470128335306	0.001412567248411	TRUE	0.998808004999283	4267	526
SRR6700381	8194918	2178163	0.464648578545874	0.0103312809231282	0.000891406112910465	0.00268934966768429	0.408416533270986	0.00750770172441018	0.00355952310932214	0.00724009685026745	0.000103844846281561	0.000116901718845753	2.05005101942448e-05	0.00244785853866994	0.00181649163542576	0.0515320592591653	0.0020795815162519	0.0033802656719689	0.0102511092850471	0.00139379063951586	0.00520420094502471	0.0129701114764053	0.00183223309861063	0.0015665806540102	TRUE	0.998874195533831	3768	489
